Id,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Vertical_Distance_To_Hydrology,Cover_Type,Wilderness,Soil
14833,305,3221,172,204,237,541,175,4354,6,30,1,Wilderness_Area3,Soil_Type32
4984,101,2383,0,251,163,295,277,1672,37,155,3,Wilderness_Area4,Soil_Type3
8430,137,2530,132,235,237,1911,0,1045,10,0,6,Wilderness_Area3,Soil_Type17
3319,93,2746,108,240,220,1466,30,953,13,7,6,Wilderness_Area3,Soil_Type23
8177,81,2553,112,236,219,1456,446,1080,12,50,5,Wilderness_Area3,Soil_Type11
10159,51,2845,105,226,202,2092,210,2015,16,62,5,Wilderness_Area3,Soil_Type33
9605,332,3388,176,177,215,3391,297,5250,17,32,7,Wilderness_Area3,Soil_Type38
3889,232,2793,210,172,253,721,67,2260,25,28,5,Wilderness_Area3,Soil_Type13
13928,337,2538,174,167,204,1291,95,1348,22,14,6,Wilderness_Area3,Soil_Type10
9502,63,3235,97,233,203,2706,30,1690,17,4,1,Wilderness_Area1,Soil_Type29
5616,204,2275,177,193,251,573,30,1418,28,7,6,Wilderness_Area4,Soil_Type1
6340,173,2941,152,225,244,2245,421,805,8,103,5,Wilderness_Area3,Soil_Type33
13411,1,2455,150,198,211,1136,300,470,15,57,6,Wilderness_Area4,Soil_Type10
8141,215,3269,164,216,243,907,256,240,4,35,1,Wilderness_Area3,Soil_Type32
10242,213,3194,184,200,254,2617,805,376,19,109,2,Wilderness_Area3,Soil_Type23
10486,3,3502,150,203,216,1813,573,1325,12,135,7,Wilderness_Area2,Soil_Type40
12310,323,2254,193,145,203,577,85,722,26,58,6,Wilderness_Area4,Soil_Type10
8824,45,2912,108,222,201,2737,514,1421,17,93,2,Wilderness_Area3,Soil_Type33
10335,300,3325,198,173,232,785,693,3120,16,174,1,Wilderness_Area3,Soil_Type39
11453,126,3109,115,242,231,4664,417,4001,13,-32,2,Wilderness_Area1,Soil_Type30
1880,290,2917,205,169,235,2534,335,1624,17,115,2,Wilderness_Area3,Soil_Type32
698,52,2727,103,226,202,2278,0,1332,17,0,5,Wilderness_Area1,Soil_Type23
366,45,3034,151,220,234,5490,680,5544,2,46,2,Wilderness_Area1,Soil_Type12
12606,112,2825,108,243,225,841,283,1837,14,71,5,Wilderness_Area3,Soil_Type13
3260,115,2172,20,253,179,67,153,658,36,94,4,Wilderness_Area4,Soil_Type3
10786,18,2471,106,186,168,836,201,731,28,88,6,Wilderness_Area3,Soil_Type10
10742,198,2373,169,211,253,134,67,60,19,20,6,Wilderness_Area3,Soil_Type2
5671,317,2495,180,190,230,1530,256,514,11,12,3,Wilderness_Area4,Soil_Type6
96,31,2860,135,218,218,5904,295,3644,10,98,1,Wilderness_Area1,Soil_Type12
10430,6,2977,153,212,227,1761,0,1182,6,0,2,Wilderness_Area3,Soil_Type23
9144,250,3031,209,177,250,400,553,1366,19,77,2,Wilderness_Area3,Soil_Type13
4638,301,2208,183,193,236,984,30,1452,10,-14,3,Wilderness_Area4,Soil_Type10
13484,73,2708,134,228,228,918,170,212,6,19,5,Wilderness_Area3,Soil_Type11
14149,184,2651,150,218,248,2713,90,1945,24,44,3,Wilderness_Area3,Soil_Type4
4749,354,2123,156,193,212,481,0,1249,15,0,4,Wilderness_Area4,Soil_Type14
8097,180,3373,156,222,243,1484,1024,2846,5,171,7,Wilderness_Area3,Soil_Type38
7268,54,3418,131,225,223,1452,466,2609,8,69,7,Wilderness_Area3,Soil_Type38
184,86,2880,113,237,221,5906,30,4369,12,3,2,Wilderness_Area1,Soil_Type30
4389,245,2210,216,167,250,726,30,1302,23,6,4,Wilderness_Area4,Soil_Type17
2683,140,2809,102,246,229,331,150,751,20,-13,5,Wilderness_Area1,Soil_Type30
492,277,2949,195,186,242,4471,437,5506,12,49,2,Wilderness_Area1,Soil_Type29
1668,105,3201,147,224,236,2848,300,2007,3,-5,7,Wilderness_Area1,Soil_Type29
6937,45,2669,140,222,227,1397,30,1476,6,-2,5,Wilderness_Area3,Soil_Type10
8665,180,3243,156,223,244,2385,524,1613,7,133,1,Wilderness_Area3,Soil_Type31
3186,90,2810,38,249,180,1317,162,890,29,64,5,Wilderness_Area3,Soil_Type13
9066,150,3390,105,242,232,3097,247,1806,23,14,7,Wilderness_Area1,Soil_Type40
6280,8,2328,154,216,232,1343,0,376,3,0,4,Wilderness_Area4,Soil_Type14
8543,33,3062,122,216,206,3639,256,1812,15,46,1,Wilderness_Area3,Soil_Type33
3541,179,2851,138,219,243,1231,60,510,28,21,5,Wilderness_Area3,Soil_Type13
13099,52,3239,67,222,171,1992,607,924,27,15,7,Wilderness_Area1,Soil_Type39
7661,35,2686,130,219,215,1954,150,2110,11,33,6,Wilderness_Area3,Soil_Type10
4856,295,2281,228,117,213,1061,247,752,32,176,6,Wilderness_Area4,Soil_Type10
13606,27,3148,135,215,215,700,162,1746,12,13,1,Wilderness_Area3,Soil_Type31
2662,76,2660,104,237,212,731,0,1364,14,0,5,Wilderness_Area3,Soil_Type33
10922,73,2402,110,235,215,1057,60,646,13,5,6,Wilderness_Area3,Soil_Type10
10028,114,3300,141,228,235,872,0,1879,5,0,7,Wilderness_Area3,Soil_Type39
9224,98,3071,132,231,231,1510,124,859,7,-10,1,Wilderness_Area1,Soil_Type23
7093,348,2651,160,207,229,1045,454,741,7,123,3,Wilderness_Area3,Soil_Type2
2576,61,2041,137,225,228,648,0,757,6,0,4,Wilderness_Area4,Soil_Type17
3526,8,2283,107,151,142,484,180,741,37,122,3,Wilderness_Area4,Soil_Type10
3946,307,2116,195,173,228,1384,0,1092,17,0,4,Wilderness_Area4,Soil_Type17
7152,35,3447,140,219,224,2418,42,3207,8,2,7,Wilderness_Area1,Soil_Type35
14986,181,2598,131,208,236,960,150,2377,35,74,3,Wilderness_Area3,Soil_Type4
13296,42,2372,104,219,195,990,124,872,19,18,6,Wilderness_Area4,Soil_Type10
9354,176,3360,150,226,246,3318,170,4327,12,15,7,Wilderness_Area3,Soil_Type33
9727,353,3848,158,207,227,2671,1008,4622,8,72,7,Wilderness_Area3,Soil_Type40
6288,261,2538,207,177,247,612,277,1201,17,111,6,Wilderness_Area4,Soil_Type6
2242,301,2618,231,0,157,1396,124,1789,52,59,6,Wilderness_Area3,Soil_Type13
4331,63,2247,121,230,218,626,30,594,11,0,3,Wilderness_Area4,Soil_Type10
5146,299,2223,210,153,226,1560,30,767,22,16,3,Wilderness_Area4,Soil_Type10
1607,290,3197,183,195,239,1651,60,3690,9,9,1,Wilderness_Area1,Soil_Type23
1829,268,3309,179,202,243,1342,618,3711,7,28,1,Wilderness_Area1,Soil_Type39
10600,137,3402,97,247,226,4089,277,1018,21,73,2,Wilderness_Area2,Soil_Type38
2446,66,2798,90,234,200,391,361,1024,18,103,6,Wilderness_Area3,Soil_Type24
5502,304,2397,205,157,224,516,210,201,21,72,3,Wilderness_Area4,Soil_Type10
877,258,2921,215,168,247,1539,108,5066,20,8,5,Wilderness_Area1,Soil_Type29
3377,129,2167,73,252,214,134,153,765,26,76,4,Wilderness_Area4,Soil_Type3
8950,323,3389,178,188,227,2551,90,2529,12,13,7,Wilderness_Area3,Soil_Type38
8206,151,2696,146,228,240,2525,150,1952,6,23,3,Wilderness_Area3,Soil_Type2
8692,243,2881,188,199,249,2102,443,1801,11,142,5,Wilderness_Area3,Soil_Type13
6698,119,2740,125,237,232,2508,30,503,10,2,5,Wilderness_Area3,Soil_Type17
13873,96,2813,36,251,182,886,190,1343,30,141,5,Wilderness_Area3,Soil_Type13
13455,198,3093,167,216,251,1087,335,700,13,39,2,Wilderness_Area3,Soil_Type32
4547,122,2268,73,252,213,1321,170,979,24,75,4,Wilderness_Area4,Soil_Type3
13530,85,3220,90,242,209,842,277,816,17,61,7,Wilderness_Area3,Soil_Type39
7908,203,3377,166,217,247,481,90,2899,7,-6,7,Wilderness_Area3,Soil_Type38
3407,333,2241,179,149,195,297,180,741,27,129,3,Wilderness_Area4,Soil_Type10
6879,345,3285,164,178,206,1315,283,4348,19,101,7,Wilderness_Area1,Soil_Type38
1725,49,2786,110,225,205,2190,240,1431,16,97,2,Wilderness_Area3,Soil_Type33
1178,64,2743,122,230,219,2306,330,360,10,68,5,Wilderness_Area1,Soil_Type29
4683,332,2233,168,201,230,631,0,1485,8,0,4,Wilderness_Area4,Soil_Type17
5833,140,2423,127,238,236,1140,598,805,12,117,3,Wilderness_Area4,Soil_Type6
14866,165,2521,144,230,244,2012,0,2059,11,0,6,Wilderness_Area3,Soil_Type17
7044,331,2725,175,186,222,1276,67,1543,14,12,5,Wilderness_Area3,Soil_Type10
13588,133,2681,131,235,236,153,309,499,9,73,3,Wilderness_Area3,Soil_Type4
13078,150,2880,121,240,237,972,201,2156,17,60,5,Wilderness_Area3,Soil_Type32
356,28,2942,148,218,230,4228,391,3707,5,29,2,Wilderness_Area1,Soil_Type12
5568,357,2421,154,199,216,1154,0,711,13,0,6,Wilderness_Area4,Soil_Type10
9767,168,3288,140,231,245,2826,180,1610,16,30,1,Wilderness_Area1,Soil_Type22
460,338,2968,167,196,225,6508,216,3426,11,23,1,Wilderness_Area1,Soil_Type20
3715,125,2037,94,248,223,592,0,481,19,0,4,Wilderness_Area4,Soil_Type3
11559,188,2873,158,218,250,1426,175,3890,19,58,2,Wilderness_Area1,Soil_Type30
13867,297,3387,182,195,237,960,569,1482,9,99,7,Wilderness_Area3,Soil_Type39
10604,215,3285,176,209,251,3933,212,1846,11,0,1,Wilderness_Area2,Soil_Type32
2120,127,2900,122,239,232,2524,30,1384,11,-1,1,Wilderness_Area3,Soil_Type33
14039,186,3127,158,221,249,641,182,2084,13,6,1,Wilderness_Area1,Soil_Type22
4481,86,2390,97,241,212,1549,408,824,16,193,4,Wilderness_Area4,Soil_Type6
4320,209,2885,165,216,244,1583,0,1678,5,0,5,Wilderness_Area3,Soil_Type23
5153,316,2414,199,148,211,677,190,1224,24,65,6,Wilderness_Area4,Soil_Type10
659,79,2872,124,232,224,1323,0,4336,9,0,2,Wilderness_Area1,Soil_Type23
13660,91,2675,119,236,224,1414,0,1450,10,0,5,Wilderness_Area3,Soil_Type10
5643,97,2297,89,246,212,1599,85,330,17,24,4,Wilderness_Area4,Soil_Type4
8514,153,2686,120,239,237,2313,201,2440,19,52,3,Wilderness_Area3,Soil_Type4
5128,309,2376,213,122,203,391,335,698,31,129,3,Wilderness_Area4,Soil_Type10
8083,177,3370,149,226,247,2096,960,2743,15,131,7,Wilderness_Area3,Soil_Type39
964,54,2952,144,222,231,2290,85,4609,4,0,5,Wilderness_Area1,Soil_Type23
10281,80,3043,68,243,193,2308,469,1422,23,104,2,Wilderness_Area3,Soil_Type33
9595,24,3141,143,216,222,1753,256,666,8,45,2,Wilderness_Area1,Soil_Type22
9682,8,3129,152,212,227,969,270,624,7,44,1,Wilderness_Area2,Soil_Type22
9140,106,3423,91,247,216,3506,335,2215,18,26,7,Wilderness_Area1,Soil_Type40
2668,87,2070,57,247,190,495,120,180,25,20,6,Wilderness_Area4,Soil_Type10
1230,77,2709,105,237,214,1879,134,150,14,29,5,Wilderness_Area1,Soil_Type29
12157,231,2887,180,205,249,1421,30,2083,9,3,5,Wilderness_Area3,Soil_Type23
6448,130,3116,89,249,222,2452,30,3544,22,-6,1,Wilderness_Area1,Soil_Type29
1078,127,2893,128,236,234,2496,175,2108,9,20,2,Wilderness_Area1,Soil_Type29
3417,145,2310,122,240,236,904,433,1315,15,16,4,Wilderness_Area4,Soil_Type2
3842,64,2248,85,234,195,691,255,1284,20,112,4,Wilderness_Area4,Soil_Type10
146,135,2728,150,224,238,5515,242,2250,3,32,2,Wilderness_Area1,Soil_Type12
14237,257,2774,211,174,248,2223,242,1702,18,22,5,Wilderness_Area3,Soil_Type17
14316,119,3183,73,252,211,2190,335,3540,24,144,1,Wilderness_Area3,Soil_Type33
69,54,2740,138,224,227,6686,218,2287,6,42,2,Wilderness_Area1,Soil_Type12
14192,288,2875,227,132,225,1926,618,1980,28,174,5,Wilderness_Area3,Soil_Type13
7740,14,2497,147,212,222,900,190,990,9,27,6,Wilderness_Area3,Soil_Type4
8457,135,2903,105,245,229,1613,752,2348,18,125,2,Wilderness_Area3,Soil_Type13
2030,358,3364,156,211,229,2281,30,2736,6,4,7,Wilderness_Area1,Soil_Type38
11302,42,2628,124,222,213,1273,124,626,12,28,6,Wilderness_Area3,Soil_Type10
10615,220,2919,202,167,250,1544,134,2440,32,12,2,Wilderness_Area3,Soil_Type13
4700,7,2284,134,186,189,947,0,1304,23,0,3,Wilderness_Area4,Soil_Type10
13848,33,2708,147,219,229,1621,451,2376,5,30,6,Wilderness_Area3,Soil_Type32
2403,310,2083,215,107,193,642,60,150,35,60,3,Wilderness_Area4,Soil_Type10
10153,291,3116,202,174,236,577,513,2069,16,-22,1,Wilderness_Area3,Soil_Type22
9454,43,3299,115,221,205,2844,60,3479,15,-1,7,Wilderness_Area3,Soil_Type39
473,45,3064,110,223,203,4361,228,5623,16,60,2,Wilderness_Area1,Soil_Type29
1593,0,3208,154,206,222,900,124,5394,9,-2,1,Wilderness_Area1,Soil_Type22
4644,146,2389,121,240,236,1630,418,716,16,192,4,Wilderness_Area4,Soil_Type6
9076,178,3240,134,217,240,3207,90,4039,31,22,7,Wilderness_Area3,Soil_Type33
14821,325,3421,183,175,219,1982,134,1731,17,26,7,Wilderness_Area2,Soil_Type39
10055,349,3310,161,193,215,1704,824,1359,14,194,7,Wilderness_Area3,Soil_Type39
229,344,3024,163,203,227,5764,600,5201,8,105,1,Wilderness_Area1,Soil_Type12
3040,28,2081,82,190,155,470,277,450,32,102,3,Wilderness_Area4,Soil_Type6
6042,8,3318,143,202,209,3004,408,1761,15,91,1,Wilderness_Area1,Soil_Type39
6222,120,2913,114,242,229,2489,190,792,13,19,2,Wilderness_Area3,Soil_Type32
1968,270,2092,235,131,234,85,150,270,29,90,3,Wilderness_Area4,Soil_Type5
8279,229,3427,170,212,245,1114,864,2067,5,221,7,Wilderness_Area3,Soil_Type38
14868,203,2698,174,207,253,716,60,782,19,-13,2,Wilderness_Area3,Soil_Type3
11831,148,3156,123,239,237,1316,162,4784,16,0,1,Wilderness_Area1,Soil_Type30
7709,41,3385,104,219,195,1766,644,3413,19,211,7,Wilderness_Area3,Soil_Type39
1181,310,3170,166,209,237,2685,108,5042,4,4,1,Wilderness_Area1,Soil_Type23
14471,232,3316,178,207,248,3290,30,4595,8,0,7,Wilderness_Area3,Soil_Type35
1647,75,2800,24,238,158,2252,150,240,33,-50,5,Wilderness_Area1,Soil_Type30
8205,83,3271,0,245,181,516,175,2418,27,44,7,Wilderness_Area3,Soil_Type39
3878,107,2187,73,251,208,594,108,1224,22,61,4,Wilderness_Area4,Soil_Type3
4913,148,3280,139,232,240,3596,95,3743,9,15,7,Wilderness_Area1,Soil_Type38
1738,182,3161,154,223,249,2850,124,2329,15,23,7,Wilderness_Area1,Soil_Type29
9529,36,3294,142,220,226,2490,30,3397,6,0,7,Wilderness_Area3,Soil_Type23
5194,69,2356,76,237,192,908,182,700,22,86,6,Wilderness_Area4,Soil_Type1
8700,205,3264,174,210,253,721,551,3322,15,170,1,Wilderness_Area3,Soil_Type32
13167,339,2287,170,175,208,543,150,1302,20,32,6,Wilderness_Area4,Soil_Type10
336,162,3172,153,222,240,4624,180,3632,3,7,1,Wilderness_Area1,Soil_Type29
14373,227,3187,179,206,249,1271,67,2758,10,6,1,Wilderness_Area3,Soil_Type23
13721,184,2600,148,217,247,904,0,1284,25,0,5,Wilderness_Area3,Soil_Type4
9696,54,2904,97,228,198,481,242,655,18,56,2,Wilderness_Area3,Soil_Type31
6435,72,3026,115,233,217,1477,150,3013,12,20,2,Wilderness_Area3,Soil_Type32
3910,283,2130,209,167,238,1315,67,1092,18,6,4,Wilderness_Area4,Soil_Type17
11570,337,2730,173,170,207,2230,85,1279,21,18,5,Wilderness_Area1,Soil_Type29
8504,310,3075,167,209,237,1253,0,1965,4,0,1,Wilderness_Area3,Soil_Type21
3206,137,2325,12,238,175,335,361,785,46,225,4,Wilderness_Area4,Soil_Type3
13204,219,2360,199,176,252,458,153,1239,28,90,6,Wilderness_Area4,Soil_Type1
8210,66,3239,91,235,201,426,95,2497,18,19,7,Wilderness_Area3,Soil_Type39
12683,350,2313,154,164,186,1269,335,1025,26,188,3,Wilderness_Area4,Soil_Type10
1557,340,3161,162,210,233,1492,85,3666,5,-5,1,Wilderness_Area1,Soil_Type23
1164,77,2738,115,234,219,2396,323,335,11,60,5,Wilderness_Area1,Soil_Type29
8227,143,2840,135,234,238,1902,569,2742,9,110,3,Wilderness_Area3,Soil_Type4
4786,132,2251,58,251,206,1465,108,828,31,54,4,Wilderness_Area4,Soil_Type3
2275,358,1992,132,151,160,750,228,212,33,143,6,Wilderness_Area4,Soil_Type5
12260,57,2941,102,229,203,1492,0,404,16,0,2,Wilderness_Area3,Soil_Type33
10325,60,3532,118,229,215,1064,150,1405,12,39,7,Wilderness_Area2,Soil_Type40
1861,81,3331,104,238,214,1758,330,3355,14,41,7,Wilderness_Area1,Soil_Type29
10932,54,2448,100,227,200,1121,134,700,18,54,6,Wilderness_Area3,Soil_Type10
4836,343,2190,162,205,229,1360,0,937,7,0,4,Wilderness_Area4,Soil_Type4
11564,39,2800,118,219,206,2579,297,1627,15,58,2,Wilderness_Area1,Soil_Type29
7061,303,2825,223,104,198,1585,300,1200,35,179,2,Wilderness_Area3,Soil_Type33
14906,274,2401,226,146,237,162,150,192,25,48,6,Wilderness_Area3,Soil_Type2
2258,199,2898,165,217,248,1617,120,1931,9,12,5,Wilderness_Area3,Soil_Type23
12588,126,2191,112,243,229,576,162,1190,14,65,4,Wilderness_Area4,Soil_Type10
2758,307,2729,186,186,233,659,67,1899,12,1,5,Wilderness_Area3,Soil_Type31
4584,326,2346,190,129,188,242,360,1242,31,156,3,Wilderness_Area4,Soil_Type10
14232,51,2669,88,225,189,2432,170,2190,21,37,6,Wilderness_Area3,Soil_Type10
3224,163,2944,130,234,242,858,277,408,19,43,5,Wilderness_Area3,Soil_Type32
7727,329,3366,172,194,227,1549,690,1240,11,95,7,Wilderness_Area3,Soil_Type38
8697,25,3200,106,199,179,966,395,966,25,124,1,Wilderness_Area1,Soil_Type22
11675,83,2961,119,235,222,2452,30,5226,10,7,1,Wilderness_Area1,Soil_Type23
11846,72,2800,57,239,181,1828,258,277,26,138,5,Wilderness_Area1,Soil_Type30
11441,107,3244,124,236,229,3388,150,3795,9,23,1,Wilderness_Area1,Soil_Type29
7768,193,2616,163,219,249,2147,0,2089,11,0,6,Wilderness_Area3,Soil_Type17
8119,65,2837,116,231,216,1698,607,2937,12,107,2,Wilderness_Area3,Soil_Type10
2356,32,2739,122,215,204,454,175,1140,16,44,6,Wilderness_Area3,Soil_Type33
13309,50,2413,146,221,231,1092,537,607,4,98,3,Wilderness_Area4,Soil_Type6
15,157,2503,151,224,240,5600,67,674,4,4,5,Wilderness_Area1,Soil_Type18
3930,101,2815,104,243,220,853,228,1902,14,61,5,Wilderness_Area3,Soil_Type31
12692,33,2153,88,202,169,1523,60,1061,27,21,3,Wilderness_Area4,Soil_Type10
7759,188,3397,159,221,246,384,0,2657,7,0,7,Wilderness_Area3,Soil_Type38
2987,334,2110,176,173,211,541,216,362,19,106,3,Wilderness_Area4,Soil_Type10
8282,191,3246,162,217,251,663,216,3458,18,-17,2,Wilderness_Area3,Soil_Type33
5363,342,2257,159,214,235,1074,0,1566,2,0,4,Wilderness_Area4,Soil_Type17
14463,124,3286,99,247,225,2624,268,1691,18,48,7,Wilderness_Area1,Soil_Type30
9034,42,3181,124,222,213,3122,811,2400,12,54,1,Wilderness_Area3,Soil_Type31
244,90,3047,146,224,234,5635,870,5484,3,128,2,Wilderness_Area1,Soil_Type12
5449,115,2259,109,243,226,537,0,1338,14,0,4,Wilderness_Area4,Soil_Type3
11258,93,2587,61,249,195,883,534,1057,24,189,3,Wilderness_Area3,Soil_Type4
8361,219,2716,190,195,254,2522,335,2115,19,109,3,Wilderness_Area3,Soil_Type4
5867,133,2364,103,246,228,994,175,1205,18,77,3,Wilderness_Area4,Soil_Type3
2159,33,2025,111,213,195,503,42,424,19,9,4,Wilderness_Area4,Soil_Type10
2983,96,2117,0,249,157,306,108,362,38,66,4,Wilderness_Area4,Soil_Type3
3396,330,3018,178,177,216,1406,134,180,17,30,2,Wilderness_Area3,Soil_Type31
11272,20,2545,95,180,155,1237,108,845,32,-28,6,Wilderness_Area3,Soil_Type10
6185,322,2317,195,138,199,930,30,1008,28,18,6,Wilderness_Area4,Soil_Type10
13160,96,2447,113,239,223,484,277,242,12,85,3,Wilderness_Area4,Soil_Type2
5843,196,2381,166,215,252,1087,295,1103,16,94,3,Wilderness_Area4,Soil_Type3
8291,266,3259,169,210,241,624,636,630,4,25,1,Wilderness_Area3,Soil_Type32
10765,343,2408,161,208,231,582,30,408,6,3,6,Wilderness_Area3,Soil_Type10
10939,64,2477,90,234,199,1044,212,726,19,83,6,Wilderness_Area3,Soil_Type4
4383,59,2225,91,231,197,390,30,785,19,8,3,Wilderness_Area4,Soil_Type10
8480,127,2568,128,236,234,2538,30,1425,9,1,6,Wilderness_Area3,Soil_Type17
12335,38,2018,107,217,195,404,170,330,19,49,3,Wilderness_Area4,Soil_Type6
365,94,2977,129,232,229,4676,466,4283,8,12,2,Wilderness_Area1,Soil_Type12
7809,119,3251,128,235,233,677,108,2995,9,1,1,Wilderness_Area1,Soil_Type23
8937,178,2872,155,223,243,2716,42,1412,5,-3,2,Wilderness_Area3,Soil_Type13
539,47,2795,129,224,219,2389,451,2260,10,95,2,Wilderness_Area1,Soil_Type29
410,58,2952,123,228,218,6078,201,3736,10,16,2,Wilderness_Area1,Soil_Type29
10194,53,2850,97,227,197,2254,134,2186,18,53,5,Wilderness_Area3,Soil_Type33
7184,39,2822,131,221,218,886,376,1932,10,56,5,Wilderness_Area3,Soil_Type11
792,5,2693,149,205,217,1383,120,828,12,0,2,Wilderness_Area1,Soil_Type12
12168,248,2864,194,193,249,1294,60,2052,13,11,5,Wilderness_Area3,Soil_Type23
1231,198,3212,163,218,245,3132,459,5955,6,21,2,Wilderness_Area1,Soil_Type29
937,13,2953,133,199,199,1919,182,4964,18,18,5,Wilderness_Area1,Soil_Type29
14571,169,3411,142,230,245,708,459,1620,15,254,7,Wilderness_Area3,Soil_Type40
7499,340,2513,169,184,214,492,170,716,16,58,6,Wilderness_Area3,Soil_Type10
13181,348,2289,159,169,194,828,255,1194,23,90,6,Wilderness_Area4,Soil_Type10
7147,329,2789,182,164,210,1074,285,1761,21,56,5,Wilderness_Area3,Soil_Type10
797,97,2961,77,248,206,1218,150,3636,20,47,2,Wilderness_Area1,Soil_Type29
3569,125,2180,43,253,197,300,127,927,33,69,4,Wilderness_Area4,Soil_Type3
209,63,2890,96,233,202,5757,153,3670,17,35,2,Wilderness_Area1,Soil_Type30
5345,77,2386,105,237,214,957,0,914,14,0,4,Wilderness_Area4,Soil_Type6
7477,318,3416,190,169,221,684,541,1639,18,82,7,Wilderness_Area3,Soil_Type39
10333,4,3223,155,215,233,1050,30,421,3,5,2,Wilderness_Area2,Soil_Type24
8851,270,3325,205,177,244,1848,67,1917,16,17,1,Wilderness_Area3,Soil_Type32
1459,82,2878,0,234,124,1575,150,323,44,48,5,Wilderness_Area1,Soil_Type30
1070,283,3114,177,202,240,1199,240,5584,6,19,1,Wilderness_Area1,Soil_Type29
810,188,2868,157,219,240,2470,108,2616,2,14,2,Wilderness_Area1,Soil_Type29
8874,127,2958,89,249,221,1803,150,1513,21,53,2,Wilderness_Area3,Soil_Type13
1413,90,3038,125,233,227,234,108,3676,9,3,1,Wilderness_Area1,Soil_Type23
1938,345,2493,161,155,184,1690,60,1158,28,18,6,Wilderness_Area3,Soil_Type10
7247,290,3393,178,200,239,767,297,1779,7,24,7,Wilderness_Area3,Soil_Type38
3479,133,2126,60,251,208,134,85,797,31,35,4,Wilderness_Area4,Soil_Type3
10184,121,3426,79,251,215,175,973,859,23,216,7,Wilderness_Area2,Soil_Type38
2575,101,2046,90,246,214,618,0,782,17,0,4,Wilderness_Area4,Soil_Type1
22,209,2880,179,206,253,4323,216,4986,17,30,2,Wilderness_Area1,Soil_Type30
1841,87,2902,100,241,215,1337,417,607,15,131,2,Wilderness_Area1,Soil_Type29
12195,57,2028,50,225,162,42,108,150,30,71,3,Wilderness_Area4,Soil_Type1
13473,180,2891,152,224,248,2215,240,920,15,53,5,Wilderness_Area3,Soil_Type33
12159,312,2096,207,137,209,1012,350,420,27,32,6,Wilderness_Area4,Soil_Type5
5290,50,3230,70,220,172,1974,624,895,27,23,7,Wilderness_Area1,Soil_Type39
9522,300,3395,175,202,237,3909,277,4911,7,31,7,Wilderness_Area3,Soil_Type38
1926,43,2879,91,217,184,1914,218,1613,23,97,2,Wilderness_Area3,Soil_Type24
6341,92,2315,82,246,207,592,0,484,19,0,4,Wilderness_Area4,Soil_Type17
9546,349,3350,160,194,217,2244,319,3163,14,85,7,Wilderness_Area3,Soil_Type40
8345,9,3334,152,214,228,1554,603,828,6,39,7,Wilderness_Area3,Soil_Type32
3391,126,1990,125,238,233,228,0,180,10,0,4,Wilderness_Area4,Soil_Type6
12573,185,2118,158,221,244,1209,0,1208,6,0,4,Wilderness_Area4,Soil_Type17
1506,80,2730,31,243,168,1784,150,175,31,80,5,Wilderness_Area1,Soil_Type30
4094,134,2238,84,249,220,872,134,1421,24,75,4,Wilderness_Area4,Soil_Type3
7225,216,2589,188,196,254,1429,216,895,20,59,3,Wilderness_Area3,Soil_Type4
8517,72,2952,0,239,179,3272,85,1989,26,7,1,Wilderness_Area3,Soil_Type26
112,324,2818,177,189,227,5467,242,4156,12,26,1,Wilderness_Area1,Soil_Type16
14679,56,2924,113,228,211,1832,547,1575,14,159,2,Wilderness_Area3,Soil_Type32
6996,26,2583,111,203,186,1369,150,300,22,35,6,Wilderness_Area3,Soil_Type10
12611,127,2122,102,246,226,1365,30,1170,17,3,4,Wilderness_Area4,Soil_Type17
437,9,2676,144,204,212,700,30,1481,14,2,5,Wilderness_Area1,Soil_Type29
233,200,2942,170,212,252,3470,180,5276,16,23,2,Wilderness_Area1,Soil_Type29
8421,167,2880,144,230,244,1982,446,2466,12,38,5,Wilderness_Area3,Soil_Type26
7155,353,3115,158,201,221,2669,67,1940,11,5,1,Wilderness_Area3,Soil_Type32
3834,326,2114,166,206,234,1291,30,1167,5,0,4,Wilderness_Area4,Soil_Type17
833,94,3123,113,238,222,2758,342,3544,12,33,1,Wilderness_Area1,Soil_Type30
9758,183,3392,151,221,249,661,400,1620,20,233,7,Wilderness_Area3,Soil_Type39
7744,83,2833,42,245,178,942,242,1366,29,161,5,Wilderness_Area3,Soil_Type13
8102,152,2736,126,238,239,2329,120,2397,16,6,3,Wilderness_Area3,Soil_Type11
12610,131,2130,100,247,226,1381,42,1182,19,15,4,Wilderness_Area4,Soil_Type1
1348,55,2815,97,229,199,1465,120,297,18,-14,5,Wilderness_Area1,Soil_Type29
6852,301,3025,183,193,236,2026,400,1784,10,-9,2,Wilderness_Area3,Soil_Type31
4859,359,3169,146,184,197,3886,67,3118,21,11,1,Wilderness_Area1,Soil_Type22
13812,126,3446,145,227,237,1291,799,2379,4,161,1,Wilderness_Area1,Soil_Type40
11994,113,2946,117,240,228,2860,319,1694,12,73,2,Wilderness_Area3,Soil_Type32
9426,171,3295,133,229,243,2737,190,1785,23,49,7,Wilderness_Area1,Soil_Type39
14089,233,3104,186,200,251,1129,150,1503,12,40,1,Wilderness_Area3,Soil_Type23
14615,335,3234,169,195,225,258,67,1945,11,9,7,Wilderness_Area3,Soil_Type35
